Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Element Code,Element,ISO Currency Code,Currency,Year Code,Year,Months Code,Months,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,,,,,,#date+year,,,#indicator+type,#indicator+value+num,
LKA,1989-02-01,1989-02-28,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1989,1989,7002,February,,33.097999999999999,X
LKA,1989-03-01,1989-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1989,1989,7003,March,,33.408999999999999,X
LKA,1989-04-01,1989-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1989,1989,7004,April,,34.000000000000000,X
LKA,1989-05-01,1989-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1989,1989,7005,May,,34.131999999999998,X
LKA,1989-06-01,1989-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1989,1989,7006,June,,34.289000000000001,X
LKA,1989-07-01,1989-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1989,1989,7007,July,,34.743000000000002,X
LKA,1989-08-01,1989-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1989,1989,7008,August,,36.317999999999998,X
LKA,1989-09-01,1989-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1989,1989,7009,September,,39.463999999999999,X
LKA,1989-10-01,1989-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1989,1989,7010,October,,40.000000000000000,X
LKA,1989-11-01,1989-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1989,1989,7011,November,,40.000000000000000,X
LKA,1989-12-01,1989-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1989,1989,7012,December,,40.000000000000000,X
LKA,1990-01-01,1990-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1990,1990,7021,Annual value,,40.062916666699998,X
LKA,1990-01-01,1990-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1990,1990,7001,January,,40.000000000000000,X
LKA,1990-02-01,1990-02-28,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1990,1990,7002,February,,40.000000000000000,X
LKA,1990-03-01,1990-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1990,1990,7003,March,,40.000000000000000,X
LKA,1990-04-01,1990-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1990,1990,7004,April,,40.000000000000000,X
LKA,1990-05-01,1990-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1990,1990,7005,May,,40.000000000000000,X
LKA,1990-06-01,1990-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1990,1990,7006,June,,40.000000000000000,X
LKA,1990-07-01,1990-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1990,1990,7007,July,,40.000000000000000,X
LKA,1990-08-01,1990-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1990,1990,7008,August,,39.981000000000002,X
LKA,1990-09-01,1990-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1990,1990,7009,September,,39.933999999999997,X
LKA,1990-10-01,1990-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1990,1990,7010,October,,40.276000000000003,X
LKA,1990-11-01,1990-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1990,1990,7011,November,,40.335999999999999,X
LKA,1990-12-01,1990-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1990,1990,7012,December,,40.228000000000002,X
LKA,1991-01-01,1991-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1991,1991,7021,Annual value,,41.371499999999997,X
LKA,1991-01-01,1991-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1991,1991,7001,January,,40.271999999999998,X
LKA,1991-02-01,1991-02-28,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1991,1991,7002,February,,40.564000000000000,X
LKA,1991-03-01,1991-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1991,1991,7003,March,,40.728999999999999,X
LKA,1991-04-01,1991-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1991,1991,7004,April,,40.808000000000000,X
LKA,1991-05-01,1991-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1991,1991,7005,May,,40.976999999999997,X
LKA,1991-06-01,1991-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1991,1991,7006,June,,41.194000000000003,X
LKA,1991-07-01,1991-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1991,1991,7007,July,,41.231000000000002,X
LKA,1991-08-01,1991-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1991,1991,7008,August,,41.738999999999997,X
LKA,1991-09-01,1991-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1991,1991,7009,September,,41.911999999999999,X
LKA,1991-10-01,1991-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1991,1991,7010,October,,42.154000000000003,X
LKA,1991-11-01,1991-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1991,1991,7011,November,,42.365000000000002,X
LKA,1991-12-01,1991-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1991,1991,7012,December,,42.512999999999998,X
LKA,1992-01-01,1992-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1992,1992,7021,Annual value,,43.829625000000000,X
LKA,1992-01-01,1992-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1992,1992,7001,January,,42.649000000000001,X
LKA,1992-02-01,1992-02-29,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1992,1992,7002,February,,42.823000000000000,X
LKA,1992-03-01,1992-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1992,1992,7003,March,,43.112000000000002,X
LKA,1992-04-01,1992-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1992,1992,7004,April,,43.387000000000000,X
LKA,1992-05-01,1992-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1992,1992,7005,May,,43.612000000000002,X
LKA,1992-06-01,1992-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1992,1992,7006,June,,43.927999999999997,X
LKA,1992-07-01,1992-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1992,1992,7007,July,,44.033999999999999,X
LKA,1992-08-01,1992-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1992,1992,7008,August,,44.142000000000003,X
LKA,1992-09-01,1992-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1992,1992,7009,September,,44.246000000000002,X
LKA,1992-10-01,1992-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1992,1992,7010,October,,44.433000000000000,X
LKA,1992-11-01,1992-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1992,1992,7011,November,,44.549000000000000,X
LKA,1992-12-01,1992-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1992,1992,7012,December,,45.040500000000002,X
LKA,1993-01-01,1993-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1993,1993,7021,Annual value,,48.322167499999999,X
LKA,1993-01-01,1993-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1993,1993,7001,January,,49.180500000000002,X
LKA,1993-02-01,1993-02-28,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1993,1993,7002,February,,46.533000000000001,X
LKA,1993-03-01,1993-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1993,1993,7003,March,,47.045000000000002,X
LKA,1993-04-01,1993-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1993,1993,7004,April,,47.845999999999997,X
LKA,1993-05-01,1993-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1993,1993,7005,May,,48.071800000000003,X
LKA,1993-06-01,1993-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1993,1993,7006,June,,46.244700000000002,X
LKA,1993-07-01,1993-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1993,1993,7007,July,,48.830500000000001,X
LKA,1993-08-01,1993-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1993,1993,7008,August,,49.037999999999997,X
LKA,1993-09-01,1993-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1993,1993,7009,September,,49.089199999999998,X
LKA,1993-10-01,1993-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1993,1993,7010,October,,49.180599999999998,X
LKA,1993-11-01,1993-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1993,1993,7011,November,,49.317889999999998,X
LKA,1993-12-01,1993-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1993,1993,7012,December,,49.488819999999997,X
LKA,1994-01-01,1994-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1994,1994,7021,Annual value,,49.415141666700002,X
LKA,1994-01-01,1994-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1994,1994,7001,January,,49.672029999999999,X
LKA,1994-02-01,1994-02-28,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1994,1994,7002,February,,49.366999999999997,X
LKA,1994-03-01,1994-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1994,1994,7003,March,,49.182200000000002,X
LKA,1994-04-01,1994-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1994,1994,7004,April,,49.168399999999998,X
LKA,1994-05-01,1994-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1994,1994,7005,May,,49.292200000000001,X
LKA,1994-06-01,1994-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1994,1994,7006,June,,49.555700000000002,X
LKA,1994-07-01,1994-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1994,1994,7007,July,,49.283799999999999,X
LKA,1994-08-01,1994-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1994,1994,7008,August,,49.496409999999997,X
LKA,1994-09-01,1994-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1994,1994,7009,September,,49.518000000000001,X
LKA,1994-10-01,1994-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1994,1994,7010,October,,49.380260000000000,X
LKA,1994-11-01,1994-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1994,1994,7011,November,,49.328200000000003,X
LKA,1994-12-01,1994-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1994,1994,7012,December,,49.737499999999997,X
LKA,1995-01-01,1995-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1995,1995,7021,Annual value,,51.251589166700001,X
LKA,1995-01-01,1995-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1995,1995,7001,January,,50.115000000000002,X
LKA,1995-02-01,1995-02-28,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1995,1995,7002,February,,50.208889999999997,X
LKA,1995-03-01,1995-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1995,1995,7003,March,,49.959800000000001,X
LKA,1995-04-01,1995-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1995,1995,7004,April,,49.738329999999998,X
LKA,1995-05-01,1995-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1995,1995,7005,May,,49.956840000000000,X
LKA,1995-06-01,1995-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1995,1995,7006,June,,50.268009999999997,X
LKA,1995-07-01,1995-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1995,1995,7007,July,,50.802250000000001,X
LKA,1995-08-01,1995-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1995,1995,7008,August,,51.470999999999997,X
LKA,1995-09-01,1995-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1995,1995,7009,September,,52.361710000000002,X
LKA,1995-10-01,1995-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1995,1995,7010,October,,52.716500000000003,X
LKA,1995-11-01,1995-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1995,1995,7011,November,,53.411540000000002,X
LKA,1995-12-01,1995-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1995,1995,7012,December,,54.009200000000000,X
LKA,1996-01-01,1996-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1996,1996,7021,Annual value,,55.271444166700000,X
LKA,1996-01-01,1996-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1996,1996,7001,January,,54.154499999999999,X
LKA,1996-02-01,1996-02-29,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1996,1996,7002,February,,54.184199999999997,X
LKA,1996-03-01,1996-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1996,1996,7003,March,,54.160870000000003,X
LKA,1996-04-01,1996-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1996,1996,7004,April,,54.199210000000001,X
LKA,1996-05-01,1996-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1996,1996,7005,May,,54.407110000000003,X
LKA,1996-06-01,1996-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1996,1996,7006,June,,54.969000000000001,X
LKA,1996-07-01,1996-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1996,1996,7007,July,,55.503120000000003,X
LKA,1996-08-01,1996-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1996,1996,7008,August,,55.801940000000002,X
LKA,1996-09-01,1996-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1996,1996,7009,September,,56.195500000000003,X
LKA,1996-10-01,1996-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1996,1996,7010,October,,56.526000000000003,X
LKA,1996-11-01,1996-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1996,1996,7011,November,,56.512979999999999,X
LKA,1996-12-01,1996-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1996,1996,7012,December,,56.642899999999997,X
LKA,1997-01-01,1997-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1997,1997,7021,Annual value,,58.994605000000000,X
LKA,1997-01-01,1997-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1997,1997,7001,January,,56.920499999999997,X
LKA,1997-02-01,1997-02-28,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1997,1997,7002,February,,57.393419999999999,X
LKA,1997-03-01,1997-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1997,1997,7003,March,,57.782249999999998,X
LKA,1997-04-01,1997-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1997,1997,7004,April,,58.411709999999999,X
LKA,1997-05-01,1997-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1997,1997,7005,May,,58.797199999999997,X
LKA,1997-06-01,1997-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1997,1997,7006,June,,58.968000000000004,X
LKA,1997-07-01,1997-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1997,1997,7007,July,,59.193980000000003,X
LKA,1997-08-01,1997-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1997,1997,7008,August,,59.503619999999998,X
LKA,1997-09-01,1997-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1997,1997,7009,September,,59.672370000000001,X
LKA,1997-10-01,1997-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1997,1997,7010,October,,59.939619999999998,X
LKA,1997-11-01,1997-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1997,1997,7011,November,,60.329090000000001,X
LKA,1997-12-01,1997-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1997,1997,7012,December,,61.023499999999999,X
LKA,1998-01-01,1998-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1998,1998,7021,Annual value,,64.450118333299997,X
LKA,1998-01-01,1998-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1998,1998,7001,January,,61.479450000000000,X
LKA,1998-02-01,1998-02-28,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1998,1998,7002,February,,61.825670000000002,X
LKA,1998-03-01,1998-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1998,1998,7003,March,,61.892499999999998,X
LKA,1998-04-01,1998-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1998,1998,7004,April,,62.610199999999999,X
LKA,1998-05-01,1998-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1998,1998,7005,May,,61.110300000000002,X
LKA,1998-06-01,1998-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1998,1998,7006,June,,64.897599999999997,X
LKA,1998-07-01,1998-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1998,1998,7007,July,,65.615499999999997,X
LKA,1998-08-01,1998-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1998,1998,7008,August,,66.264200000000002,X
LKA,1998-09-01,1998-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1998,1998,7009,September,,66.064800000000005,X
LKA,1998-10-01,1998-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1998,1998,7010,October,,66.151899999999998,X
LKA,1998-11-01,1998-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1998,1998,7011,November,,67.470799999999997,X
LKA,1998-12-01,1998-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1998,1998,7012,December,,68.018500000000003,X
LKA,1999-01-01,1999-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1999,1999,7021,Annual value,,70.635450000000006,X
LKA,1999-01-01,1999-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1999,1999,7001,January,,68.509000000000000,X
LKA,1999-02-01,1999-02-28,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1999,1999,7002,February,,69.013499999999993,X
LKA,1999-03-01,1999-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1999,1999,7003,March,,69.489400000000003,X
LKA,1999-04-01,1999-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1999,1999,7004,April,,69.481899999999996,X
LKA,1999-05-01,1999-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1999,1999,7005,May,,70.338999999999999,X
LKA,1999-06-01,1999-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1999,1999,7006,June,,71.047799999999995,X
LKA,1999-07-01,1999-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1999,1999,7007,July,,71.510700000000000,X
LKA,1999-08-01,1999-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1999,1999,7008,August,,71.536900000000003,X
LKA,1999-09-01,1999-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1999,1999,7009,September,,71.721999999999994,X
LKA,1999-10-01,1999-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1999,1999,7010,October,,71.437399999999997,X
LKA,1999-11-01,1999-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1999,1999,7011,November,,71.736000000000004,X
LKA,1999-12-01,1999-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,1999,1999,7012,December,,71.801800000000000,X
LKA,2000-01-01,2000-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2000,2000,7021,Annual value,,77.005116666700005,X
LKA,2000-01-01,2000-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2000,2000,7001,January,,72.786600000000007,X
LKA,2000-02-01,2000-02-29,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2000,2000,7002,February,,73.277799999999999,X
LKA,2000-03-01,2000-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2000,2000,7003,March,,73.542299999999997,X
LKA,2000-04-01,2000-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2000,2000,7004,April,,73.659599999999997,X
LKA,2000-05-01,2000-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2000,2000,7005,May,,74.451300000000003,X
LKA,2000-06-01,2000-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2000,2000,7006,June,,78.544700000000006,X
LKA,2000-07-01,2000-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2000,2000,7007,July,,78.684100000000001,X
LKA,2000-08-01,2000-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2000,2000,7008,August,,78.281599999999997,X
LKA,2000-09-01,2000-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2000,2000,7009,September,,78.730099999999993,X
LKA,2000-10-01,2000-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2000,2000,7010,October,,79.396199999999993,X
LKA,2000-11-01,2000-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2000,2000,7011,November,,80.554800000000000,X
LKA,2000-12-01,2000-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2000,2000,7012,December,,82.152299999999997,X
LKA,2001-01-01,2001-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2001,2001,7021,Annual value,,89.383013333299999,X
LKA,2001-01-01,2001-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2001,2001,7001,January,,83.662199999999999,X
LKA,2001-02-01,2001-02-28,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2001,2001,7002,February,,86.975780000000000,X
LKA,2001-03-01,2001-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2001,2001,7003,March,,85.810900000000004,X
LKA,2001-04-01,2001-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2001,2001,7004,April,,87.883399999999995,X
LKA,2001-05-01,2001-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2001,2001,7005,May,,90.681569999999994,X
LKA,2001-06-01,2001-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2001,2001,7006,June,,90.681600000000003,X
LKA,2001-07-01,2001-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2001,2001,7007,July,,90.263999999999996,X
LKA,2001-08-01,2001-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2001,2001,7008,August,,89.926199999999994,X
LKA,2001-09-01,2001-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2001,2001,7009,September,,90.175370000000001,X
LKA,2001-10-01,2001-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2001,2001,7010,October,,90.849630000000005,X
LKA,2001-11-01,2001-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2001,2001,7011,November,,92.553809999999999,X
LKA,2001-12-01,2001-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2001,2001,7012,December,,93.131699999999995,X
LKA,2002-01-01,2002-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2002,2002,7021,Annual value,,95.662064999999998,X
