Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Element Code,Element,ISO Currency Code,Currency,Year Code,Year,Months Code,Months,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,,,,,,#date+year,,,#indicator+type,#indicator+value+num,
LKA,2002-01-01,2002-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2002,2002,7001,January,,93.383240000000001,X
LKA,2002-02-01,2002-02-28,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2002,2002,7002,February,,93.538870000000003,X
LKA,2002-03-01,2002-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2002,2002,7003,March,,94.638459999999995,X
LKA,2002-04-01,2002-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2002,2002,7004,April,,95.929469999999995,X
LKA,2002-05-01,2002-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2002,2002,7005,May,,96.163589999999999,X
LKA,2002-06-01,2002-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2002,2002,7006,June,,96.217429999999993,X
LKA,2002-07-01,2002-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2002,2002,7007,July,,96.152550000000005,X
LKA,2002-08-01,2002-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2002,2002,7008,August,,96.259600000000006,X
LKA,2002-09-01,2002-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2002,2002,7009,September,,96.165490000000005,X
LKA,2002-10-01,2002-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2002,2002,7010,October,,96.288880000000006,X
LKA,2002-11-01,2002-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2002,2002,7011,November,,96.504750000000001,X
LKA,2002-12-01,2002-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2002,2002,7012,December,,96.702449999999999,X
LKA,2003-01-01,2003-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2003,2003,7021,Annual value,,96.520950833300006,X
LKA,2003-01-01,2003-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2003,2003,7001,January,,96.767899999999997,X
LKA,2003-02-01,2003-02-28,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2003,2003,7002,February,,96.861469999999997,X
LKA,2003-03-01,2003-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2003,2003,7003,March,,96.930520000000001,X
LKA,2003-04-01,2003-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2003,2003,7004,April,,96.980829999999997,X
LKA,2003-05-01,2003-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2003,2003,7005,May,,97.212800000000001,X
LKA,2003-06-01,2003-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2003,2003,7006,June,,97.230300000000000,X
LKA,2003-07-01,2003-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2003,2003,7007,July,,97.140199999999993,X
LKA,2003-08-01,2003-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2003,2003,7008,August,,96.967939999999999,X
LKA,2003-09-01,2003-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2003,2003,7009,September,,95.456050000000005,X
LKA,2003-10-01,2003-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2003,2003,7010,October,,94.512100000000004,X
LKA,2003-11-01,2003-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2003,2003,7011,November,,95.776899999999998,X
LKA,2003-12-01,2003-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2003,2003,7012,December,,96.414400000000001,X
LKA,2004-01-01,2004-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2004,2004,7021,Annual value,,101.194457500000000,X
LKA,2004-01-01,2004-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2004,2004,7001,January,,97.907039999999995,X
LKA,2004-02-01,2004-02-29,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2004,2004,7002,February,,98.545860000000005,X
LKA,2004-03-01,2004-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2004,2004,7003,March,,97.452299999999994,X
LKA,2004-04-01,2004-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2004,2004,7004,April,,98.026250000000005,X
LKA,2004-05-01,2004-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2004,2004,7005,May,,98.852599999999995,X
LKA,2004-06-01,2004-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2004,2004,7006,June,,100.763520000000000,X
LKA,2004-07-01,2004-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2004,2004,7007,July,,102.846110000000000,X
LKA,2004-08-01,2004-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2004,2004,7008,August,,103.404000000000000,X
LKA,2004-09-01,2004-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2004,2004,7009,September,,103.244069999999990,X
LKA,2004-10-01,2004-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2004,2004,7010,October,,103.821370000000000,X
LKA,2004-11-01,2004-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2004,2004,7011,November,,104.665000000000010,X
LKA,2004-12-01,2004-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2004,2004,7012,December,,104.805370000000000,X
LKA,2005-01-01,2005-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2005,2005,7021,Annual value,,100.498051666699990,X
LKA,2005-01-01,2005-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2005,2005,7001,January,,99.641999999999996,X
LKA,2005-02-01,2005-02-28,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2005,2005,7002,February,,99.392669999999995,X
LKA,2005-03-01,2005-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2005,2005,7003,March,,99.443020000000004,X
LKA,2005-04-01,2005-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2005,2005,7004,April,,99.724220000000003,X
LKA,2005-05-01,2005-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2005,2005,7005,May,,99.860219999999998,X
LKA,2005-06-01,2005-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2005,2005,7006,June,,99.994000000000000,X
LKA,2005-07-01,2005-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2005,2005,7007,July,,100.300500000000000,X
LKA,2005-08-01,2005-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2005,2005,7008,August,,100.778390000000000,X
LKA,2005-09-01,2005-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2005,2005,7009,September,,101.391099999999990,X
LKA,2005-10-01,2005-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2005,2005,7010,October,,101.525000000000010,X
LKA,2005-11-01,2005-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2005,2005,7011,November,,101.899700000000000,X
LKA,2005-12-01,2005-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2005,2005,7012,December,,102.025800000000000,X
LKA,2006-01-01,2006-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2006,2006,7021,Annual value,,103.914445833299990,X
LKA,2006-01-01,2006-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2006,2006,7001,January,,102.130930000000010,X
LKA,2006-02-01,2006-02-28,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2006,2006,7002,February,,102.194750000000000,X
LKA,2006-03-01,2006-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2006,2006,7003,March,,102.678980000000000,X
LKA,2006-04-01,2006-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2006,2006,7004,April,,102.663110000000000,X
LKA,2006-05-01,2006-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2006,2006,7005,May,,102.337100000000010,X
LKA,2006-06-01,2006-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2006,2006,7006,June,,103.511799999999990,X
LKA,2006-07-01,2006-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2006,2006,7007,July,,103.983099999999990,X
LKA,2006-08-01,2006-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2006,2006,7008,August,,103.781620000000000,X
LKA,2006-09-01,2006-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2006,2006,7009,September,,102.492760000000000,X
LKA,2006-10-01,2006-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2006,2006,7010,October,,105.586100000000000,X
LKA,2006-11-01,2006-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2006,2006,7011,November,,107.739999999999990,X
LKA,2006-12-01,2006-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2006,2006,7012,December,,107.873099999999990,X
LKA,2007-01-01,2007-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2007,2007,7021,Annual value,,110.623233333300010,X
LKA,2007-01-01,2007-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2007,2007,7001,January,,108.460800000000010,X
LKA,2007-02-01,2007-02-28,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2007,2007,7002,February,,108.699200000000000,X
LKA,2007-03-01,2007-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2007,2007,7003,March,,109.343700000000000,X
LKA,2007-04-01,2007-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2007,2007,7004,April,,109.402800000000000,X
LKA,2007-05-01,2007-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2007,2007,7005,May,,110.851699999999990,X
LKA,2007-06-01,2007-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2007,2007,7006,June,,110.966600000000000,X
LKA,2007-07-01,2007-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2007,2007,7007,July,,111.663900000000000,X
LKA,2007-08-01,2007-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2007,2007,7008,August,,112.111099999999990,X
LKA,2007-09-01,2007-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2007,2007,7009,September,,113.338800000000010,X
LKA,2007-10-01,2007-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2007,2007,7010,October,,113.057500000000000,X
LKA,2007-11-01,2007-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2007,2007,7011,November,,110.507600000000000,X
LKA,2007-12-01,2007-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2007,2007,7012,December,,109.075100000000010,X
LKA,2008-01-01,2008-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2008,2008,7021,Annual value,,108.333762719300000,X
LKA,2008-01-01,2008-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2008,2008,7001,January,,108.251300000000000,X
LKA,2008-02-01,2008-02-29,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2008,2008,7002,February,,107.873600000000000,X
LKA,2008-03-01,2008-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2008,2008,7003,March,,107.732600000000010,X
LKA,2008-04-01,2008-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2008,2008,7004,April,,107.808200000000000,X
LKA,2008-05-01,2008-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2008,2008,7005,May,,107.791700000000010,X
LKA,2008-06-01,2008-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2008,2008,7006,June,,107.815200000000000,X
LKA,2008-07-01,2008-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2008,2008,7007,July,,107.646300000000000,X
LKA,2008-08-01,2008-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2008,2008,7008,August,,107.751900000000010,X
LKA,2008-09-01,2008-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2008,2008,7009,September,,107.865399999999990,X
LKA,2008-10-01,2008-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2008,2008,7010,October,,108.073200000000000,X
LKA,2008-11-01,2008-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2008,2008,7011,November,,110.005952631600000,X
LKA,2008-12-01,2008-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2008,2008,7012,December,,111.389799999999990,X
LKA,2009-01-01,2009-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2009,2009,7021,Annual value,,114.944783333299990,X
LKA,2009-01-01,2009-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2009,2009,7001,January,,113.742999999999990,X
LKA,2009-02-01,2009-02-28,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2009,2009,7002,February,,113.919800000000000,X
LKA,2009-03-01,2009-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2009,2009,7003,March,,114.257800000000000,X
LKA,2009-04-01,2009-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2009,2009,7004,April,,117.369900000000000,X
LKA,2009-05-01,2009-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2009,2009,7005,May,,116.921200000000000,X
LKA,2009-06-01,2009-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2009,2009,7006,June,,114.903099999999990,X
LKA,2009-07-01,2009-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2009,2009,7007,July,,114.905300000000000,X
LKA,2009-08-01,2009-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2009,2009,7008,August,,114.861099999999990,X
LKA,2009-09-01,2009-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2009,2009,7009,September,,114.798000000000000,X
LKA,2009-10-01,2009-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2009,2009,7010,October,,114.803600000000000,X
LKA,2009-11-01,2009-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2009,2009,7011,November,,114.509400000000000,X
LKA,2009-12-01,2009-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2009,2009,7012,December,,114.345200000000010,X
LKA,2010-01-01,2010-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2010,2010,7021,Annual value,,113.064480448821000,X
LKA,2010-01-01,2010-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2010,2010,7001,January,,114.351941176471000,X
LKA,2010-02-01,2010-02-28,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2010,2010,7002,February,,114.536115789474000,X
LKA,2010-03-01,2010-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2010,2010,7003,March,,114.182495454545010,X
LKA,2010-04-01,2010-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2010,2010,7004,April,,113.884800000000000,X
LKA,2010-05-01,2010-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2010,2010,7005,May,,113.741800000000000,X
LKA,2010-06-01,2010-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2010,2010,7006,June,,113.614909999999990,X
LKA,2010-07-01,2010-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2010,2010,7007,July,,113.059686363636000,X
LKA,2010-08-01,2010-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2010,2010,7008,August,,112.449395238094990,X
LKA,2010-09-01,2010-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2010,2010,7009,September,,112.474540000000000,X
LKA,2010-10-01,2010-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2010,2010,7010,October,,111.792485000000000,X
LKA,2010-11-01,2010-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2010,2010,7011,November,,111.581260000000000,X
LKA,2010-12-01,2010-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2010,2010,7012,December,,111.104336363635990,X
LKA,2011-01-01,2011-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2011,2011,7021,Annual value,,110.565207851396000,X
LKA,2011-01-01,2011-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2011,2011,7001,January,,110.897335000000000,X
LKA,2011-02-01,2011-02-28,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2011,2011,7002,February,,110.965000000000000,X
LKA,2011-03-01,2011-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2011,2011,7003,March,,110.358850000000000,X
LKA,2011-04-01,2011-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2011,2011,7004,April,,110.289694117647000,X
LKA,2011-05-01,2011-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2011,2011,7005,May,,109.816573684210990,X
LKA,2011-06-01,2011-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2011,2011,7006,June,,109.593280952380990,X
LKA,2011-07-01,2011-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2011,2011,7007,July,,109.502436842105000,X
LKA,2011-08-01,2011-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2011,2011,7008,August,,109.798950000000000,X
LKA,2011-09-01,2011-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2011,2011,7009,September,,110.135968181818000,X
LKA,2011-10-01,2011-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2011,2011,7010,October,,110.191642105263000,X
LKA,2011-11-01,2011-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2011,2011,7011,November,,111.333029999999990,X
LKA,2011-12-01,2011-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2011,2011,7012,December,,113.899733333333000,X
LKA,2012-01-01,2012-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2012,2012,7021,Annual value,,127.603353506810000,X
LKA,2012-01-01,2012-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2012,2012,7001,January,,113.899604761905000,X
LKA,2012-02-01,2012-02-29,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2012,2012,7002,February,,117.232261111111000,X
LKA,2012-03-01,2012-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2012,2012,7003,March,,125.515242857142990,X
LKA,2012-04-01,2012-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2012,2012,7004,April,,128.657649999999990,X
LKA,2012-05-01,2012-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2012,2012,7005,May,,129.377880952380990,X
LKA,2012-06-01,2012-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2012,2012,7006,June,,132.040179999999990,X
LKA,2012-07-01,2012-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2012,2012,7007,July,,132.869180952380990,X
LKA,2012-08-01,2012-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2012,2012,7008,August,,132.070847619048010,X
LKA,2012-09-01,2012-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2012,2012,7009,September,,131.784629999999990,X
LKA,2012-10-01,2012-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2012,2012,7010,October,,129.111859090909010,X
LKA,2012-11-01,2012-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2012,2012,7011,November,,130.334710000000000,X
LKA,2012-12-01,2012-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2012,2012,7012,December,,128.346194736841990,X
LKA,2013-01-01,2013-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2013,2013,7021,Annual value,,129.069030932888010,X
LKA,2013-01-01,2013-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2013,2013,7001,January,,126.853580952380990,X
LKA,2013-02-01,2013-02-28,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2013,2013,7002,February,,126.702588888889000,X
LKA,2013-03-01,2013-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2013,2013,7003,March,,126.814984210526010,X
LKA,2013-04-01,2013-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2013,2013,7004,April,,126.029960000000000,X
LKA,2013-05-01,2013-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2013,2013,7005,May,,126.306761904762000,X
LKA,2013-06-01,2013-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2013,2013,7006,June,,127.806500000000000,X
LKA,2013-07-01,2013-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2013,2013,7007,July,,131.009899999999990,X
LKA,2013-08-01,2013-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2013,2013,7008,August,,131.828260000000000,X
LKA,2013-09-01,2013-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2013,2013,7009,September,,132.468999999999990,X
LKA,2013-10-01,2013-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2013,2013,7010,October,,131.096552380952010,X
LKA,2013-11-01,2013-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2013,2013,7011,November,,131.082542857143010,X
LKA,2013-12-01,2013-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2013,2013,7012,December,,130.827740000000010,X
LKA,2014-01-01,2014-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2014,2014,7021,Annual value,,130.564685218829000,X
LKA,2014-01-01,2014-01-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2014,2014,7001,January,,130.729376190475990,X
LKA,2014-02-01,2014-02-28,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2014,2014,7002,February,,130.820411764705990,X
LKA,2014-03-01,2014-03-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2014,2014,7003,March,,130.613994736841990,X
LKA,2014-04-01,2014-04-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2014,2014,7004,April,,130.622199999999990,X
LKA,2014-05-01,2014-05-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2014,2014,7005,May,,130.454973684211010,X
LKA,2014-06-01,2014-06-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2014,2014,7006,June,,130.287330000000000,X
LKA,2014-07-01,2014-07-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2014,2014,7007,July,,130.240272727273010,X
LKA,2014-08-01,2014-08-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2014,2014,7008,August,,130.188500000000000,X
LKA,2014-09-01,2014-09-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2014,2014,7009,September,,130.260523809523990,X
LKA,2014-10-01,2014-10-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2014,2014,7010,October,,130.599500000000010,X
LKA,2014-11-01,2014-11-30,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2014,2014,7011,November,,130.937557894737010,X
LKA,2014-12-01,2014-12-31,38,'144,Sri Lanka,LCU,Local currency units per USD,LKR,Sri Lanka Rupee,2014,2014,7012,December,,131.021581818182000,X
